player_id,player,role,role_source,archetype,confidence,n_target,n_eff,xg_target,seasons_used,target_season
10956,Emil Holm,DF,understat,right-side defender,0.542,3,12.0,0.16,2425+2526+2627,2627
6433,Jules Koundé,DF,understat,right-side defender,0.201,0,11.5,0.0,2425+2526,2627
7838,Martin Valjent,DF,understat,right-side defender,0.658,0,11.5,0.0,2425+2526,2627
11798,Koffi Kouao,DF,understat,right-side defender,0.608,0,11.5,0.0,2526,2627
8961,Rúben Dias,DF,understat,right-side defender,0.055,1,11.2,0.08,2425+2526+2627,2627
11281,Michael Kayode,DF,understat,right-side defender,0.188,6,11.2,0.86,2425+2526+2627,2627
13782,Nathan Ngoy,DF,understat,right-side defender,0.031,0,11.0,0.0,2526,2627
9929,Théo Le Bris,DF,understat,right-side defender,0.534,2,10.5,0.14,2526+2627,2627
10856,Emmanuel Agbadou,DF,understat,right-side defender,0.315,0,10.5,0.0,2425+2526,2627
11756,Tiago Santos,DF,understat,right-side defender,0.528,4,10.5,0.51,2425+2526+2627,2627
13973,Albian Hajdari,DF,understat,right-side defender,0.209,1,10.5,0.01,2526+2627,2627
6368,Mathías Olivera,DF,understat,right-side defender,0.037,2,10.0,0.15,2425+2526+2627,2627
11728,Calvin Bassey,DF,understat,right-side defender,0.106,1,10.0,0.02,2425+2526+2627,2627
12723,Alejandro Francés,DF,understat,right-side defender,0.612,0,9.5,0.0,2425+2526,2627
13896,Zachary Athekame,DF,understat,right-side defender,0.333,3,9.5,0.12,2526+2627,2627
6149,Unai Núñez,DF,understat,right-side defender,0.275,1,9.2,0.02,2425+2526+2627,2627
8963,Nahuel Molina,DF,understat,right-side defender,0.453,0,9.2,0.0,2425+2526,2627
5975,Kenny Lala,DF,understat,right-side defender,0.401,2,9.0,0.05,2425+2526+2627,2627
8313,Pierre Kalulu Kyatengwa,DF,understat,right-side defender,0.367,1,8.8,0.08,2425+2526+2627,2627
5162,Nacho Vidal,DF,understat,right-side defender,0.342,0,8.5,0.0,2526,2627
10864,Marcos Senesi,DF,understat,right-side defender,0.072,0,8.5,0.0,2425+2526,2627
13793,Lamine Sy,DF,understat,right-side defender,0.363,2,8.5,0.67,2526+2627,2627
8857,Gabriele Zappa,DF,understat,right-side defender,0.569,0,8.2,0.0,2425+2526,2627
12159,Mahamadou Nagida,DF,understat,right-side defender,0.379,0,8.0,0.0,2425+2526,2627
5344,Hauke Wahl,DF,understat,right-side defender,0.041,0,7.8,0.0,2425+2526,2627
10271,Vanderson,DF,understat,right-side defender,0.576,1,7.8,0.02,2425+2526+2627,2627
12111,Amir Murillo,DF,understat,right-side defender,0.583,0,7.8,0.0,2425+2526,2627
10189,Marc Pubill,DF,understat,right-side defender,0.409,2,7.5,0.13,2526+2627,2627
12171,Hector Fort,DF,understat,right-side defender,0.065,0,7.5,0.0,2425+2526,2627
12643,Javier Rueda,DF,understat,right-side defender,0.571,2,7.5,0.05,2526+2627,2627
5756,Carlens Arcus,DF,understat,right-side defender,0.568,2,7.2,0.15,2425+2526+2627,2627
2665,Jeffrey Gouweleeuw,DF,understat,right-side defender,0.499,0,7.0,0.0,2425+2526,2627
8919,Leif Davis,DF,understat,right-side defender,0.027,3,7.0,0.74,2425+2627,2627
13921,Giorgi Gocholeishvili,DF,understat,right-side defender,0.652,0,7.0,0.0,2526,2627
3785,Kelvin Adou,DF,understat,right-side defender,0.664,0,6.8,0.0,2425+2526,2627
10696,Noussair Mazraoui,DF,understat,right-side defender,0.269,1,6.8,0.09,2425+2526+2627,2627
10892,Samuele Birindelli,DF,understat,right-side defender,0.391,3,6.8,0.08,2425+2627,2627
13091,Jaydee Canvot,DF,understat,right-side defender,0.149,1,6.8,0.02,2425+2526+2627,2627
13149,Noahkai Banks,DF,understat,right-side defender,0.069,2,6.8,0.67,2425+2526+2627,2627
9561,Nicolò Bertola,DF,understat,right-side defender,0.049,0,6.5,0.0,2526,2627
12824,Clément Akpa,DF,understat,right-side defender,0.396,2,6.5,0.38,2425+2526+2627,2627
2276,Lucas Hernández,DF,understat,right-side defender,0.069,0,6.2,0.0,2425+2526,2627
3253,Frederic Guilbert,DF,understat,right-side defender,0.435,0,6.2,0.0,2425+2526,2627
7345,Alphonso Davies,DF,understat,right-side defender,0.11,0,6.2,0.0,2425+2526,2627
2509,Dimitri Foulquier,DF,understat,right-side defender,0.384,0,6.0,0.0,2425+2526,2627
2253,Lucas Vázquez,DF,understat,right-side defender,0.503,0,5.8,0.0,2425+2526,2627
7298,Ben White,DF,understat,right-side defender,0.73,1,5.8,0.13,2425+2526+2627,2627
10740,Jordan Zemura,DF,understat,right-side defender,0.157,0,5.8,0.0,2425+2526,2627
11000,Matheus Nunes,DF,understat,right-side defender,0.536,0,5.8,0.0,2425+2526,2627
2280,Jonny,DF,understat,right-side defender,0.352,1,5.5,0.01,2526+2627,2627
4941,Hans Hateboer,DF,understat,right-side defender,0.458,0,5.5,0.0,2425+2526,2627
10120,Conor Bradley,DF,understat,right-side defender,0.578,0,5.5,0.0,2425+2526,2627
13278,Youssef Lekhedim,DF,understat,right-side defender,0.056,0,5.5,0.0,2526,2627
1003,Pablo Maffeo,DF,understat,right-side defender,0.528,0,5.2,0.0,2425+2526,2627
11868,Arthur,DF,understat,right-side defender,0.521,0,5.2,0.0,2425+2526,2627
13053,Saud Abdulhamid,DF,understat,right-side defender,0.044,1,5.2,0.61,2425+2526+2627,2627
703,Fikayo Tomori,DF,understat,right-side defender,0.414,0,5.0,0.0,2425+2526,2627
5347,Jonas Föhrenbach,DF,understat,right-side defender,0.046,0,5.0,0.0,2425+2526,2627
7206,Jonathan Gradit,DF,understat,right-side defender,0.261,0,5.0,0.0,2425+2526,2627
8030,Sebastian Walukiewicz,DF,understat,right-side defender,0.601,0,5.0,0.0,2425+2526,2627
9714,Odilon Kossounou,DF,understat,right-side defender,0.365,1,5.0,0.04,2425+2526+2627,2627
10844,Darline Yongwa,DF,understat,right-side defender,0.132,0,5.0,0.0,2526,2627
11763,Abduqodir Khusanov,DF,understat,right-side defender,0.199,0,5.0,0.0,2425+2526,2627
12609,Niccolò Fortini,DF,understat,right-side defender,0.452,1,5.0,0.05,2526+2627,2627
14018,Lucas Ahijado,DF,understat,right-side defender,0.224,0,5.0,0.0,2526,2627
14083,Enzo Koffi,DF,understat,right-side defender,0.028,3,5.0,0.14,2526+2627,2627
10725,Danilho Doekhi,DF,understat,set-piece header,0.546,3,33.2,0.97,2425+2526+2627,2627
9220,Charlie Cresswell,DF,understat,set-piece header,0.549,2,29.0,0.15,2425+2526+2627,2627
5745,Matthieu Udol,DF,understat,set-piece header,0.408,4,27.5,0.76,2526+2627,2627
6168,Leandro Cabrera,DF,understat,set-piece header,0.488,0,24.8,0.0,2425+2526,2627
11853,Patrick Mainka,DF,understat,set-piece header,0.607,0,24.8,0.0,2425+2526,2627
833,Virgil van Dijk,DF,understat,set-piece header,0.624,2,23.5,0.12,2425+2526+2627,2627
5613,Gabriel,DF,understat,set-piece header,0.223,4,23.0,1.01,2425+2526+2627,2627
12436,Jacobo Ramón,DF,understat,set-piece header,0.603,3,23.0,0.54,2425+2526+2627,2627
8129,Riccardo Calafiori,DF,understat,set-piece header,0.033,4,22.5,0.7,2425+2526+2627,2627
9985,Johan Vásquez,DF,understat,set-piece header,0.339,1,22.0,0.01,2425+2526+2627,2627
7603,Marc Guehi,DF,understat,set-piece header,0.523,2,21.8,0.65,2425+2526+2627,2627
7376,Ozan Kabak,DF,understat,set-piece header,0.608,4,21.5,0.52,2526+2627,2627
12920,Leopold Querfeld,DF,understat,set-piece header,0.539,3,21.5,0.46,2425+2526+2627,2627
13725,Luka Vuskovic,DF,understat,set-piece header,0.303,6,21.5,0.78,2526+2627,2627
8853,Maxence Lacroix,DF,understat,set-piece header,0.6,1,21.0,0.01,2425+2526+2627,2627
6414,Yann Bisseck,DF,understat,set-piece header,0.376,3,20.8,0.16,2425+2526+2627,2627
9790,Josko Gvardiol,DF,understat,set-piece header,0.663,2,20.5,0.42,2425+2526+2627,2627
10334,Kike Salas,DF,understat,set-piece header,0.144,5,20.2,0.22,2425+2526+2627,2627
7485,Nico Schlotterbeck,DF,understat,set-piece header,0.451,0,20.0,0.0,2425+2526,2627
8317,Edmond Tapsoba,DF,understat,set-piece header,0.285,0,19.8,0.0,2425+2526,2627
5257,Willi Orban,DF,understat,set-piece header,0.454,4,19.5,1.28,2425+2526+2627,2627
6490,Manuel Akanji,DF,understat,set-piece header,0.658,4,19.2,0.35,2425+2526+2627,2627
9733,Nathan Collins,DF,understat,set-piece header,0.542,5,19.2,0.61,2425+2526+2627,2627
11943,Dean Huijsen,DF,understat,set-piece header,0.653,5,19.2,0.39,2425+2526+2627,2627
6978,Giovanni Di Lorenzo,DF,understat,set-piece header,0.389,1,18.8,0.01,2425+2526+2627,2627
10807,Jan Paul van Hecke,DF,understat,set-piece header,0.621,3,18.8,0.39,2425+2526+2627,2627
13063,Konstantinos Koulierakis,DF,understat,set-piece header,0.586,0,18.5,0.0,2425+2526,2627
8642,Strahinja Pavlovic,DF,understat,set-piece header,0.328,1,18.2,0.07,2425+2526+2627,2627
7049,Evan Ndicka,DF,understat,set-piece header,0.559,2,18.0,0.51,2425+2526+2627,2627
315,Matthias Ginter,DF,understat,set-piece header,0.665,2,17.5,0.05,2425+2526+2627,2627
6159,Gianluca Mancini,DF,understat,set-piece header,0.667,2,17.5,0.4,2425+2526+2627,2627
1665,James Tarkowski,DF,understat,set-piece header,0.498,3,16.8,0.13,2425+2526+2627,2627
6174,Nikola Milenkovic,DF,understat,set-piece header,0.635,2,16.8,0.12,2425+2526+2627,2627
7937,Julian Chabot,DF,understat,set-piece header,0.574,3,16.8,0.57,2425+2526+2627,2627
7924,Amir Rrahmani,DF,understat,set-piece header,0.647,2,16.5,0.02,2425+2526+2627,2627
10721,Sepp van den Berg,DF,understat,set-piece header,0.616,0,16.5,0.0,2425+2526,2627
6722,Konstantinos Mavropanos,DF,understat,set-piece header,0.769,0,16.0,0.0,2425+2526,2627
10891,Carlos Augusto,DF,understat,set-piece header,0.062,0,16.0,0.0,2425+2526,2627
11707,Jurriën Timber,DF,understat,set-piece header,0.185,0,16.0,0.0,2425+2526,2627
8378,Malick Thiaw,DF,understat,set-piece header,0.484,0,15.8,0.0,2425+2526,2627
1653,Michael Keane,DF,understat,set-piece header,0.724,0,15.5,0.0,2425+2526,2627
8717,Pascal Struijk,DF,understat,set-piece header,0.621,0,15.5,0.0,2526,2627
9958,Yerson Mosquera,DF,understat,set-piece header,0.457,0,15.5,0.0,2425+2526,2627
12721,Ladislav Krejcí,DF,understat,set-piece header,0.673,0,15.5,0.0,2425+2526,2627
6960,Bremer,DF,understat,set-piece header,0.618,3,15.2,0.62,2425+2526+2627,2627
13070,Ali Abdi,DF,understat,set-piece header,0.237,0,15.2,0.0,2425+2526,2627
5263,Lukas Kübler,DF,understat,set-piece header,0.036,1,15.0,0.04,2425+2526+2627,2627
6692,Enrico Del Prato,DF,understat,set-piece header,0.605,3,15.0,0.13,2425+2526+2627,2627
2584,Raíllo,DF,understat,set-piece header,0.512,0,14.8,0.0,2425+2526,2627
6273,Robin Koch,DF,understat,set-piece header,0.665,3,14.8,0.18,2425+2526+2627,2627
12123,Murillo,DF,understat,set-piece header,0.085,3,14.8,0.26,2425+2526+2627,2627
6048,Lewis Dunk,DF,understat,set-piece header,0.539,0,14.5,0.0,2425+2526,2627
7604,Alejandro Catena,DF,understat,set-piece header,0.701,0,14.5,0.0,2425+2526,2627
11142,Pierre Ganiou,DF,understat,set-piece header,0.473,3,14.5,0.8,2526+2627,2627
11741,Saúl Coco,DF,understat,set-piece header,0.517,2,14.5,0.4,2425+2526+2627,2627
13715,Dan Ballard,DF,understat,set-piece header,0.663,2,14.5,0.06,2526+2627,2627
6807,Jaka Bijol,DF,understat,set-piece header,0.619,2,14.2,0.08,2425+2526+2627,2627
10993,Federico Gatti,DF,understat,set-piece header,0.694,1,14.2,0.45,2425+2526+2627,2627
1687,Harry Maguire,DF,understat,set-piece header,0.422,3,14.0,0.09,2425+2526+2627,2627
4939,Alessandro Bastoni,DF,understat,set-piece header,0.528,2,13.8,0.15,2425+2526+2627,2627
7486,Leonardo Balerdi,DF,understat,set-piece header,0.745,0,13.8,0.0,2425+2526,2627
10237,Leo Østigard,DF,understat,set-piece header,0.681,0,13.8,0.0,2425+2526,2627
1427,Kevin Diks,DF,understat,set-piece header,0.232,2,13.5,0.03,2526+2627,2627
1822,Antonio Rüdiger,DF,understat,set-piece header,0.671,1,13.5,0.03,2425+2526+2627,2627
6615,Trevoh Chalobah,DF,understat,set-piece header,0.459,1,13.5,0.07,2425+2526+2627,2627
7086,David Hancko,DF,understat,set-piece header,0.157,3,13.5,0.14,2526+2627,2627
7218,Cristian Romero,DF,understat,set-piece header,0.693,1,13.5,0.13,2425+2526+2627,2627
10107,César Tárrega,DF,understat,set-piece header,0.668,3,13.5,0.19,2425+2526+2627,2627
6136,Mario Hermoso,DF,understat,set-piece header,0.629,2,13.2,0.15,2425+2526+2627,2627
6766,Dani Vivian,DF,understat,set-piece header,0.381,0,13.2,0.0,2425+2526,2627
1927,Berat Gjimshiti,DF,understat,set-piece header,0.693,0,13.0,0.0,2425+2526,2627
4920,Matteo Gabbia,DF,understat,set-piece header,0.616,0,13.0,0.0,2425+2526,2627
6157,Timothy Castagne,DF,understat,set-piece header,0.35,4,13.0,0.65,2425+2526+2627,2627
6314,Joachim Andersen,DF,understat,set-piece header,0.591,0,13.0,0.0,2425+2526,2627
7829,Eder Militão,DF,understat,set-piece header,0.634,0,13.0,0.0,2425+2526,2627
106,Waldemar Anton,DF,understat,set-piece header,0.222,0,12.8,0.0,2425+2526,2627
6696,Luca Ranieri,DF,understat,set-piece header,0.465,1,12.8,0.06,2425+2526+2627,2627
10788,Rasmus Nicolaisen,DF,understat,set-piece header,0.557,4,12.8,0.13,2425+2526+2627,2627
6133,Antonio Caracciolo,DF,understat,set-piece header,0.339,0,12.5,0.0,2526,2627
8430,Chris Richards,DF,understat,set-piece header,0.622,2,12.5,0.06,2425+2526+2627,2627
3059,Axel Witsel,DF,understat,set-piece header,0.483,2,12.2,0.46,2425+2526+2627,2627
6073,Guillermo Maripán,DF,understat,set-piece header,0.751,0,12.0,0.0,2425+2526,2627
8090,Lloyd Kelly,DF,understat,set-piece header,0.363,1,12.0,0.12,2425+2526+2627,2627
13837,David Affengruber,DF,understat,set-piece header,0.523,5,12.0,0.56,2526+2627,2627
6326,Ibrahima Konaté,DF,understat,set-piece header,0.642,1,11.8,0.02,2425+2526+2627,2627
12353,Jon Martín,DF,understat,set-piece header,0.649,2,11.8,0.07,2425+2526+2627,2627
6521,Yerry Mina,DF,understat,set-piece header,0.739,0,11.5,0.0,2425+2526,2627
10050,Micky van de Ven,DF,understat,set-piece header,0.572,2,11.5,0.69,2425+2526+2627,2627
10868,Guela Doué,DF,understat,set-piece header,0.642,1,11.5,0.04,2425+2526+2627,2627
10902,Federico Baschirotto,DF,understat,set-piece header,0.652,0,11.5,0.0,2425+2526,2627
1639,Sebastiano Luperto,DF,understat,set-piece header,0.454,0,11.2,0.0,2425+2526,2627
5329,Stefan Posch,DF,understat,set-piece header,0.14,1,11.2,0.01,2425+2526+2627,2627
8677,Lilian Brassier,DF,understat,set-piece header,0.467,1,11.2,0.01,2425+2526+2627,2627
183,Jonathan Tah,DF,understat,set-piece header,0.504,1,11.0,0.22,2425+2526+2627,2627
2674,Thilo Kehrer,DF,understat,set-piece header,0.695,0,11.0,0.0,2425+2526,2627
13396,Tiago Gabriel,DF,understat,set-piece header,0.43,1,11.0,0.81,2526+2627,2627
13879,Tarik Muharemovic,DF,understat,set-piece header,0.577,1,11.0,0.06,2526+2627,2627
12180,Javier Rodríguez,DF,understat,set-piece header,0.264,1,10.5,0.02,2425+2526+2627,2627
13313,Nicolás Valentini,DF,understat,set-piece header,0.355,1,10.5,0.02,2425+2526+2627,2627
7382,Dan Burn,DF,understat,set-piece header,0.786,0,10.2,0.0,2425+2526,2627
8665,Loic Bade,DF,understat,set-piece header,0.752,1,10.2,0.16,2425+2526+2627,2627
10187,Jarell Quansah,DF,understat,set-piece header,0.36,1,10.2,0.05,2425+2526+2627,2627
11383,Renato Veiga,DF,understat,set-piece header,0.317,2,10.2,0.52,2425+2526+2627,2627
6377,Joe Rodon,DF,understat,set-piece header,0.664,1,10.0,0.03,2526+2627,2627
7902,Matthijs de Ligt,DF,understat,set-piece header,0.604,0,10.0,0.0,2425+2526,2627
8664,Facundo Medina,DF,understat,set-piece header,0.143,1,10.0,0.49,2425+2526+2627,2627
12346,Beraldo,DF,understat,set-piece header,0.155,0,10.0,0.0,2425+2526,2627
1024,Tyrone Mings,DF,understat,set-piece header,0.79,3,9.8,0.15,2425+2526+2627,2627
3701,Gautier Lloris,DF,understat,set-piece header,0.756,1,9.8,0.06,2425+2526+2627,2627
5261,Kevin Danso,DF,understat,set-piece header,0.563,0,9.8,0.0,2425+2526,2627
6935,Naif Aguerd,DF,understat,set-piece header,0.76,0,9.8,0.0,2425+2526,2627
8635,Sven Botman,DF,understat,set-piece header,0.521,1,9.8,0.01,2425+2526+2627,2627
9964,Koni de Winter,DF,understat,set-piece header,0.704,3,9.8,0.18,2425+2526+2627,2627
10577,Mario Gila,DF,understat,set-piece header,0.722,0,9.8,0.0,2425+2526,2627
1119,Alessio Romagnoli,DF,understat,set-piece header,0.69,0,9.5,0.0,2425+2526,2627
2498,Aymeric Laporte,DF,understat,set-piece header,0.692,2,9.5,0.6,2526+2627,2627
3237,Aissa Mandi,DF,understat,set-piece header,0.225,1,9.5,0.05,2425+2526+2627,2627
6007,Nicolas Cozza,DF,understat,set-piece header,0.222,0,9.5,0.0,2425+2526,2627
7736,Brendan Chardonnet,DF,understat,set-piece header,0.552,0,9.5,0.0,2425+2526,2627
10724,Diogo Leite,DF,understat,set-piece header,0.735,0,9.5,0.0,2425+2526,2627
12286,Nobel Mendy,DF,understat,set-piece header,0.102,4,9.5,0.56,2526+2627,2627
12885,Kialonda Gaspar,DF,understat,set-piece header,0.687,1,9.5,0.77,2425+2526+2627,2627
13380,Vitor Reis,DF,understat,set-piece header,0.468,0,9.5,0.0,2526,2627
5243,Dayotchanculle Upamecano,DF,understat,set-piece header,0.5,2,9.2,0.7,2425+2526+2627,2627
6306,Juan Foyth,DF,understat,set-piece header,0.624,4,9.2,0.14,2425+2526+2627,2627
7007,Duje Caleta-Car,DF,understat,set-piece header,0.693,0,9.2,0.0,2425+2526,2627
40,Stefan Bell,DF,understat,set-piece header,0.594,0,9.0,0.0,2425+2526,2627
3363,Benjamin Pavard,DF,understat,set-piece header,0.507,1,9.0,0.04,2425+2526+2627,2627
7401,Keven Schlotterbeck,DF,understat,set-piece header,0.54,0,9.0,0.0,2425+2526,2627
8948,Aitor Paredes,DF,understat,set-piece header,0.537,1,9.0,0.53,2425+2526+2627,2627
11850,Cédric Zesiger,DF,understat,set-piece header,0.213,0,9.0,0.0,2425+2526,2627
12005,Pau Cubarsí,DF,understat,set-piece header,0.604,2,9.0,0.22,2425+2526+2627,2627
12893,Enzo Boyomo,DF,understat,set-piece header,0.528,0,9.0,0.0,2425+2526,2627
13283,Raphaël Le Guen,DF,understat,set-piece header,0.521,7,9.0,0.91,2526+2627,2627
8703,Sinaly Diomande,DF,understat,set-piece header,0.223,2,8.8,0.14,2425+2526+2627,2627
10810,Alexsandro Ribeiro,DF,understat,set-piece header,0.564,0,8.8,0.0,2425+2526,2627
11016,Ousmane Camara,DF,understat,set-piece header,0.578,2,8.8,0.1,2425+2526+2627,2627
8476,Jarrad Branthwaite,DF,understat,set-piece header,0.543,3,8.5,0.32,2425+2526+2627,2627
10789,Anthony Rouault,DF,understat,set-piece header,0.698,1,8.5,0.02,2425+2526+2627,2627
1725,Christian Kabasele,DF,understat,set-piece header,0.581,0,8.2,0.0,2425+2526,2627
7726,Ezri Konsa Ngoyo,DF,understat,set-piece header,0.565,0,8.2,0.0,2425+2526,2627
9677,Kristoffer Ajer,DF,understat,set-piece header,0.245,1,8.2,0.08,2425+2526+2627,2627
11890,Natan,DF,understat,set-piece header,0.419,1,8.2,0.01,2425+2526+2627,2627
8643,Chrislain Matsima,DF,understat,set-piece header,0.644,1,8.0,0.03,2425+2526+2627,2627
9853,Simone Canestrelli,DF,understat,set-piece header,0.603,0,8.0,0.0,2526,2627
9873,Montassar Talbi,DF,understat,set-piece header,0.259,1,8.0,0.09,2526+2627,2627
9911,Piero Hincapié,DF,understat,set-piece header,0.237,0,8.0,0.0,2425+2526,2627
10982,Copete,DF,understat,set-piece header,0.559,0,8.0,0.0,2425+2526,2627
11038,Jhon Lucumí,DF,understat,set-piece header,0.758,1,8.0,0.0,2425+2526+2627,2627
11902,Pietro Comuzzo,DF,understat,set-piece header,0.75,2,8.0,0.63,2425+2526+2627,2627
12014,Jake O&#039;Brien,DF,understat,set-piece header,0.243,0,8.0,0.0,2425+2526,2627
13732,Samson Baidoo,DF,understat,set-piece header,0.641,0,8.0,0.0,2526,2627
14187,Kacper Potulski,DF,understat,set-piece header,0.68,1,8.0,0.05,2526+2627,2627
2278,Giménez,DF,understat,set-piece header,0.714,0,7.8,0.0,2425+2526,2627
7320,Amos Pieper,DF,understat,set-piece header,0.223,2,7.8,0.05,2425+2526+2627,2627
8512,Filippo Terracciano,DF,understat,set-piece header,0.156,0,7.8,0.0,2425+2526,2627
9092,Marvin Senaya,DF,understat,set-piece header,0.095,0,7.8,0.0,2425+2526,2627
11961,Sam Beukema,DF,understat,set-piece header,0.602,0,7.8,0.0,2425+2526,2627
13201,Raúl,DF,understat,set-piece header,0.521,0,7.8,0.0,2425+2526,2627
13443,Ivan Smolcic,DF,understat,set-piece header,0.647,0,7.8,0.0,2425+2526,2627
212,Nico Elvedi,DF,understat,set-piece header,0.476,0,7.5,0.0,2425+2526,2627
6895,Jordan Lefort,DF,understat,set-piece header,0.103,0,7.5,0.0,2425+2526,2627
10747,James Hill,DF,understat,set-piece header,0.616,0,7.5,0.0,2425+2526,2627
10812,Jubal,DF,understat,set-piece header,0.588,0,7.5,0.0,2425,2627
11545,Jérémy Jacquet,DF,understat,set-piece header,0.658,0,7.5,0.0,2425+2526,2627
13600,Andrés Castrín,DF,understat,set-piece header,0.598,2,7.5,0.56,2526+2627,2627
7655,Carl Starfelt,DF,understat,set-piece header,0.678,4,7.2,0.79,2425+2526+2627,2627
7860,Domingos Duarte,DF,understat,set-piece header,0.676,0,7.2,0.0,2425+2526,2627
10727,Ko Itakura,DF,understat,set-piece header,0.654,2,7.2,0.6,2425+2627,2627
12779,Honest Ahanor,DF,understat,set-piece header,0.354,0,7.2,0.0,2425+2526,2627
8091,Ronald Araújo,DF,understat,set-piece header,0.274,0,7.0,0.0,2425+2526,2627
13871,Otávio,DF,understat,set-piece header,0.095,1,7.0,0.09,2526+2627,2627
7332,Max Kilman,DF,understat,set-piece header,0.757,0,6.8,0.0,2425+2526,2627
9447,Niakhate Ndiaye,DF,understat,set-piece header,0.817,1,6.8,0.45,2425+2526+2627,2627
10858,Jorge Herrando,DF,understat,set-piece header,0.699,2,6.8,0.13,2425+2526+2627,2627
5245,Bernardo,DF,understat,set-piece header,0.036,0,6.5,0.0,2425+2526,2627
6221,Pau Torres,DF,understat,set-piece header,0.413,0,6.5,0.0,2425+2526,2627
8756,Dara O&#039;Shea,DF,understat,set-piece header,0.665,1,6.5,0.02,2425+2627,2627
9297,Abdelkabir Abqar,DF,understat,set-piece header,0.685,0,6.5,0.0,2425+2526,2627
10945,Santiago Bueno,DF,understat,set-piece header,0.63,0,6.5,0.0,2425+2526,2627
11053,Isak Hien,DF,understat,set-piece header,0.812,0,6.5,0.0,2425+2526,2627
11061,Michel Diaz,DF,understat,set-piece header,0.578,3,6.5,0.09,2526+2627,2627
11955,Alberto Dossena,DF,understat,set-piece header,0.663,0,6.5,0.0,2425+2526,2627
12040,Thomas Thiesson Kristensen,DF,understat,set-piece header,0.519,0,6.5,0.0,2425+2526,2627
12989,Jay Idzes,DF,understat,set-piece header,0.494,0,6.5,0.0,2425+2526,2627
13329,Abdelhamid Aït Boudlal,DF,understat,set-piece header,0.541,0,6.5,0.0,2526,2627
13894,Torbjørn Heggem,DF,understat,set-piece header,0.666,1,6.5,0.09,2526+2627,2627
1541,Stefan de Vrij,DF,understat,set-piece header,0.696,0,6.2,0.0,2425+2526,2627
11788,Arouna Sangante,DF,understat,set-piece header,0.667,0,6.2,0.0,2425+2526,2627
12821,Gerard Martín,DF,understat,set-piece header,0.225,1,6.2,0.09,2425+2526+2627,2627
12955,Aurèle Amenda,DF,understat,set-piece header,0.47,1,6.2,0.01,2425+2526+2627,2627
2353,Pedro Bigas,DF,understat,set-piece header,0.012,1,6.0,0.02,2526+2627,2627
2417,Igor Zubeldia,DF,understat,set-piece header,0.617,0,6.0,0.0,2425+2526,2627
2611,Philipp Lienhart,DF,understat,set-piece header,0.658,0,6.0,0.0,2425+2526,2627
5025,Alessandro Buongiorno,DF,understat,set-piece header,0.499,0,6.0,0.0,2425+2526,2627
5712,Diego Carlos,DF,understat,set-piece header,0.62,1,6.0,0.06,2425+2526+2627,2627
6916,Fernando Calero,DF,understat,set-piece header,0.552,0,6.0,0.0,2425+2526,2627
6923,Mohammed Salisu,DF,understat,set-piece header,0.869,0,6.0,0.0,2425+2526,2627
8483,Bobby Thomas,DF,understat,set-piece header,0.215,6,6.0,0.15,2627,2627
8972,Victor Chust,DF,understat,set-piece header,0.19,2,6.0,0.41,2526+2627,2627
9015,Cenk Özkacar,DF,understat,set-piece header,0.712,0,6.0,0.0,2425+2526,2627
9239,Mamadou Simbakoli,DF,shot-profile,set-piece header,0.573,6,6.0,0.97,2627,2627
9511,Castello Lukeba,DF,understat,set-piece header,0.071,1,6.0,0.02,2425+2526+2627,2627
12207,Victor Parada,DF,understat,set-piece header,0.281,0,6.0,0.0,2526,2627
13083,Matías Moreno,DF,understat,set-piece header,0.368,1,6.0,0.12,2526+2627,2627
148,Dante,DF,understat,set-piece header,0.547,0,5.8,0.0,2425+2526,2627
643,Eric Dier,DF,understat,set-piece header,0.547,2,5.8,0.17,2425+2526+2627,2627
5062,Yeray Álvarez,DF,understat,set-piece header,0.582,3,5.8,0.19,2425+2526+2627,2627
7574,Leo Petrot,DF,understat,set-piece header,0.23,0,5.8,0.0,2425+2526,2627
10564,Leny Yoro,DF,understat,set-piece header,0.731,0,5.8,0.0,2425+2526,2627
11309,Andreas Hanche-Olsen,DF,understat,set-piece header,0.467,0,5.8,0.0,2425+2526,2627
3297,Marquinhos,DF,understat,set-piece header,0.51,2,5.5,1.21,2425+2526+2627,2627
6017,Chidozie Awaziem,DF,understat,set-piece header,0.084,0,5.5,0.0,2526,2627
6324,Marash Kumbulla,DF,understat,set-piece header,0.705,0,5.5,0.0,2425+2526,2627
7276,Robin Le Normand,DF,understat,set-piece header,0.704,0,5.5,0.0,2425+2526,2627
8646,Wout Faes,DF,understat,set-piece header,0.867,0,5.5,0.0,2425+2526,2627
11910,William Pacho,DF,understat,set-piece header,0.681,0,5.5,0.0,2425+2526,2627
13845,Valentín Gómez,DF,understat,set-piece header,0.626,0,5.5,0.0,2526,2627
3357,Djibril Sidibe,DF,understat,set-piece header,0.028,0,5.2,0.0,2425+2526,2627
9105,Radu Dragusin,DF,understat,set-piece header,0.712,2,5.2,0.13,2425+2526+2627,2627
10805,Levi Colwill,DF,understat,set-piece header,0.284,1,5.2,0.05,2425+2627,2627
13101,Arthur Chaves,DF,understat,set-piece header,0.745,0,5.2,0.0,2425+2526,2627
13319,Facundo Garcés,DF,understat,set-piece header,0.45,0,5.2,0.0,2425+2526,2627
13449,Victor Nelsson,DF,understat,set-piece header,0.429,0,5.2,0.0,2425+2526,2627
